AQI,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,CO_8hr,PM2.5_AVG,PM10_AVG,Season
110.66666666666666,1.7083333333333333,0.4305059523809524,28.36547619047619,28.476190476190478,57.38392857142857,38.919642857142854,13.08452380952381,15.416369047619046,2.313690476190476,1.2922619047619048,236.43452380952382,0.4351190476190476,39.32142857142857,58.095238095238095,Winter
103.53907867494824,2.19648033126294,0.5401966873706004,26.429891304347827,26.281832298136646,53.658126293995856,36.535714285714285,15.93040890269151,18.836154244306417,2.911413043478261,1.188975155279503,233.72256728778467,0.534963768115942,36.67675983436853,53.82608695652174,Winter
87.28286749482402,2.092883022774327,0.466304347826087,26.28015010351967,26.001552795031056,46.49857660455486,30.400879917184263,13.158773291925467,15.1988483436853,2.0515269151138713,1.348524844720497,233.02329192546586,0.46475155279503105,30.213250517598343,46.09912008281573,Winter
95.75232919254658,2.0539596273291925,0.4797657867494824,28.537267080745345,28.28726708074534,49.68892339544514,33.309265010351965,15.840734989648032,17.845121635610763,1.970910973084886,1.2578157349896482,248.49637681159422,0.4766821946169772,33.50776397515528,49.7129917184265,Winter
80.07116977225674,1.6550207039337475,0.419648033126294,28.2652950310559,28.23524844720497,44.065993788819874,27.38185817805383,12.609924948240165,14.527575051759836,1.9276656314699794,1.4021997929606624,245.68907867494823,0.4209368530020704,27.467132505175982,43.92132505175983,Winter
108.875,2.156845238095238,0.47351190476190474,28.05,28.029761904761905,58.848214285714285,39.357142857142854,12.906845238095238,14.586607142857144,1.6889880952380953,1.3208333333333333,235.94642857142858,0.4738095238095238,39.38095238095237,59.01190476190476,early spring
89.83850931677019,2.229684265010352,0.44798654244306413,34.01400103519669,33.55201863354038,47.78066770186336,31.35649585921325,14.658928571428572,17.02559523809524,2.331081780538302,1.417365424430642,239.58592132505174,0.44795548654244305,30.95600414078675,47.008022774327124,early spring
105.45005175983435,1.9629270186335404,0.47948628364389234,24.192753623188405,24.581521739130437,54.61193064182195,37.351190476190474,14.338677536231884,17.43312629399586,3.0692158385093165,1.4191899585921326,237.75173395445134,0.4816770186335404,37.818322981366464,55.39751552795031,early spring
109.14285714285714,2.157142857142857,0.45553571428571427,33.44226190476191,32.80357142857143,58.43154761904761,39.43452380952381,13.321428571428571,15.085119047619047,1.7553571428571428,1.3738095238095238,247.18452380952382,0.4571428571428572,39.31547619047619,58.00595238095237,early spring
118.32738095238095,1.8827380952380952,0.5263095238095238,28.301785714285717,28.0,60.58333333333333,45.797619047619044,14.425595238095237,16.429761904761907,1.9672619047619049,1.3208333333333333,233.53571428571428,0.5303571428571429,45.732142857142854,60.672619047619044,early spring
126.91666666666667,1.9142857142857144,0.4444642857142857,34.95892857142857,35.285714285714285,60.67559523809524,46.824404761904766,11.845833333333333,13.18154761904762,1.3357142857142856,1.4107142857142858,249.3095238095238,0.44226190476190474,47.08333333333333,60.81547619047619,early spring
111.54114906832298,2.2106884057971015,0.39789855072463765,41.3590579710145,41.061594202898554,56.73861283643892,39.103519668737064,10.771816770186335,12.07567287784679,1.3125776397515527,1.837965838509317,248.8422619047619,0.40709109730848864,39.57634575569358,57.27691511387163,early spring
84.03471606033717,2.2889603667553975,0.42391452233067145,35.56755767524401,43.337289263531495,49.33529281277729,29.92162082224194,13.426061076604555,14.822308488612837,1.3756211180124223,1.3336106181603076,232.0788598047915,0.4037082224194025,28.37041555752736,48.359361135758654,early spring
102.73809523809523,2.2098214285714284,0.3881845238095238,45.45595238095238,45.56547619047619,52.095238095238095,33.99404761904762,12.62797619047619,13.677678571428572,1.074702380952381,1.5613095238095238,244.6107142857143,0.39226190476190476,34.25,52.142857142857146,early spring
59.28027950310559,2.022644927536232,0.37477096273291927,26.9722049689441,26.88509316770186,32.05305383022774,19.782608695652176,10.436542443064182,12.203027950310558,1.7769409937888199,1.418167701863354,246.1802795031056,0.36112836438923396,19.402173913043477,31.79606625258799,early spring
65.68115942028986,1.8410714285714287,0.31343167701863356,26.959187370600414,26.892857142857142,38.03907867494824,20.431935817805385,8.842740683229813,10.611917701863353,1.7651785714285713,1.4570910973084885,192.45794513457557,0.3321946169772257,21.413819875776397,38.27587991718427,early spring
62.82142857142857,1.8074404761904763,0.3597023809523809,28.626785714285713,26.690476190476186,33.43154761904762,20.470238095238095,8.723214285714286,10.24642857142857,1.5678571428571428,1.0363095238095237,140.51190476190476,0.431547619047619,20.363095238095237,36.19047619047619,early spring
84.59601449275362,2.0097308488612837,0.36299818840579706,34.32512939958592,35.798395445134574,44.12771739130435,28.391951345755693,10.288250517598344,11.724741200828158,1.4518633540372672,1.6356625258799171,255.81573498964804,0.3850414078674948,28.656055900621116,44.78286749482402,early spring
78.75401138716356,1.923835403726708,0.3185144927536232,35.45209627329192,35.52807971014492,39.027044513457554,24.878493788819874,9.227639751552795,10.77329192546584,1.555072463768116,1.7000517598343685,220.82246376811594,0.3233695652173913,25.483436853002072,39.71182712215322,late spring & summer
44.07761622435536,1.8716356107660455,0.28285596649727085,29.60649585921325,29.673489553924338,21.901021080368906,12.80168925277621,8.759170901562205,10.379477225672877,1.6338450498776587,1.131747600225861,215.25061170713343,0.28008893280632413,12.77738565782044,21.743247694334652,late spring & summer
52.34290890269151,1.5158773291925465,0.30612965838509315,24.388379917184267,24.223084886128365,27.07712215320911,16.607013457556935,7.834135610766046,9.02578933747412,1.2143374741200827,1.38222049689441,215.89725672877847,0.30240683229813664,16.559006211180126,27.048395445134577,late spring & summer
