Season,AQI,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,CO_8hr,PM2.5_AVG,PM10_AVG
early spring,109.0,3.5,0.47,24.0,52.0,66.0,43.0,18.0,19.0,0.9,0.6,196.0,0.5,39.0,68.0
early spring,103.04166666666667,2.3833333333333333,0.37375,32.37916666666667,33.875,51.166666666666664,35.375,11.895833333333334,14.058333333333332,2.1083333333333334,1.7083333333333333,234.0,0.375,36.458333333333336,54.083333333333336
early spring,62.857142857142854,1.5238095238095237,0.34095238095238095,48.19047619047619,46.04761904761905,30.761904761904763,20.523809523809526,9.633333333333335,10.6,0.9666666666666667,2.0285714285714285,238.61904761904762,0.33809523809523806,19.047619047619047,28.095238095238095
early spring,95.20833333333333,1.5875000000000001,0.3925,43.61666666666667,42.875,44.583333333333336,31.25,11.991666666666667,13.108333333333334,1.1666666666666667,1.5791666666666666,242.5666666666667,0.3958333333333333,31.416666666666668,44.458333333333336
early spring,118.20833333333333,2.9812499999999997,0.43520833333333336,55.854166666666664,54.541666666666664,55.583333333333336,35.791666666666664,13.920833333333334,14.877083333333333,1.0270833333333333,1.6791666666666665,239.0,0.43333333333333335,36.25,55.208333333333336
early spring,104.83333333333333,2.0833333333333335,0.36083333333333334,50.916666666666664,50.791666666666664,50.666666666666664,33.625,10.15,10.945833333333333,0.8666666666666667,1.7458333333333333,240.875,0.3875,35.041666666666664,52.791666666666664
early spring,87.45833333333333,2.4,0.34375,50.583333333333336,52.125,46.5,28.166666666666668,11.758333333333333,12.733333333333334,0.9874999999999999,1.6708333333333334,256.9583333333333,0.3125,27.416666666666668,45.333333333333336
early spring,107.66666666666667,2.8666666666666667,0.4295833333333334,46.833333333333336,46.458333333333336,61.333333333333336,39.791666666666664,14.595833333333333,15.745833333333332,1.1708333333333334,1.3875,251.75,0.4166666666666667,37.166666666666664,57.333333333333336
early spring,126.66666666666667,2.495833333333333,0.46166666666666667,34.75,37.666666666666664,61.208333333333336,42.916666666666664,15.195833333333333,16.150000000000002,0.8708333333333332,1.2083333333333333,249.83333333333334,0.46249999999999997,45.458333333333336,65.41666666666667
early spring,79.125,1.0541666666666667,0.29375,35.637499999999996,34.5,44.791666666666664,26.416666666666668,10.783333333333333,12.183333333333332,1.4333333333333333,1.6583333333333332,231.29166666666666,0.33749999999999997,27.0,44.458333333333336
early spring,83.95833333333333,2.0333333333333337,0.28750000000000003,33.829166666666666,34.291666666666664,45.958333333333336,28.125,8.995833333333334,10.620833333333334,1.7375,1.675,248.79166666666666,0.3,28.958333333333332,47.541666666666664
early spring,55.73913043478261,2.5217391304347827,0.22260869565217392,22.52608695652174,24.17391304347826,32.17391304347826,15.782608695652174,8.065217391304348,9.878260869565217,1.817391304347826,1.8130434782608698,258.9130434782609,0.22173913043478263,17.956521739130434,33.91304347826087
early spring,39.291666666666664,2.4791666666666665,0.2654166666666667,10.416666666666666,12.041666666666666,21.75,12.791666666666666,10.991666666666667,14.029166666666667,3.029166666666667,1.0125,217.33333333333334,0.22916666666666666,12.083333333333334,22.791666666666668
early spring,42.333333333333336,1.5291666666666668,0.3272916666666667,22.679166666666664,19.875,18.875,13.208333333333334,9.5,11.029166666666667,1.5,1.6500000000000001,263.4166666666667,0.32083333333333336,13.166666666666666,18.916666666666668
early spring,29.347826086956523,2.0826086956521737,0.4839130434782609,23.304347826086957,23.52173913043478,15.73913043478261,7.695652173913044,12.173913043478262,13.830434782608696,1.608695652173913,0.9391304347826087,250.17391304347825,0.44782608695652176,8.608695652173912,16.82608695652174
early spring,64.29166666666667,2.0208333333333335,0.5025000000000001,39.666666666666664,37.791666666666664,35.25,23.166666666666668,11.4625,12.679166666666667,1.1875,1.3833333333333335,246.20416666666665,0.4916666666666667,19.833333333333332,30.5
early spring,100.0,1.4916666666666665,0.5341666666666667,36.38333333333333,36.5,54.625,37.708333333333336,11.866666666666667,13.354166666666666,1.5583333333333333,1.4541666666666666,238.42916666666667,0.5166666666666667,35.208333333333336,52.083333333333336
early spring,114.0,1.675,0.4458333333333333,30.679166666666664,32.25,53.875,36.916666666666664,10.683333333333332,12.25,1.5083333333333335,1.5958333333333332,248.625,0.5,40.583333333333336,57.666666666666664
early spring,65.43478260869566,1.7,0.28652173913043477,23.94347826086957,24.0,34.56521739130435,19.565217391304348,8.330434782608695,10.052173913043477,1.7,1.591304347826087,220.43478260869566,0.3086956521739131,21.52173913043478,36.34782608695652
early spring,50.041666666666664,1.9833333333333334,0.2841666666666667,24.84166666666667,24.416666666666668,32.020833333333336,16.583333333333332,8.862499999999999,11.25,2.345833333333333,1.4583333333333333,240.04166666666666,0.27499999999999997,15.791666666666666,30.75
early spring,67.79166666666667,1.5708333333333335,0.31083333333333335,36.74583333333333,33.083333333333336,36.291666666666664,23.458333333333332,8.883333333333333,11.075000000000001,2.1374999999999997,1.6458333333333333,209.66666666666666,0.3333333333333333,22.416666666666668,36.833333333333336
early spring,67.83333333333333,2.158333333333333,0.30791666666666667,22.258333333333336,26.708333333333332,35.75,21.375,8.708333333333334,10.529166666666667,1.8583333333333334,1.2541666666666667,57.0,0.325,22.333333333333332,35.416666666666664
early spring,55.625,2.3833333333333333,0.2870833333333333,22.412499999999998,20.833333333333332,30.958333333333332,16.166666666666668,8.922916666666667,10.768749999999999,1.89375,1.2583333333333333,116.35416666666667,0.32083333333333336,17.625,33.375
early spring,39.041666666666664,1.4166666666666667,0.27166666666666667,27.833333333333332,26.958333333333332,42.8125,8.958333333333334,7.508333333333333,8.358333333333333,0.9125,1.3958333333333333,255.08333333333334,0.2625,9.625,37.541666666666664
early spring,47.166666666666664,1.9625000000000001,0.36791666666666667,33.333333333333336,31.583333333333332,34.375,15.041666666666666,8.304166666666667,9.283333333333333,0.9874999999999999,0.9583333333333334,154.45833333333334,0.33749999999999997,12.541666666666666,37.666666666666664
early spring,77.0,1.9,0.38,28.0,35.0,32.0,24.0,7.5,8.3,0.8,0.7,79.0,0.5,26.0,35.0
early spring,58.333333333333336,1.5395833333333335,0.4725,31.90416666666667,27.5,43.645833333333336,23.0,10.883333333333333,13.241666666666667,2.4375,1.2958333333333334,49.875,0.48333333333333334,19.0,38.916666666666664
early spring,82.0,2.0,0.36,42.5,27.0,37.5,24.5,8.899999999999999,10.85,2.1,2.15,164.5,0.5,28.0,46.0
early spring,61.0,2.3,0.2925,11.9,19.0,31.75,18.75,10.275,12.35,2.175,0.65,160.75,0.35,19.5,33.5
early spring,34.25,1.75,0.33499999999999996,37.75,25.75,21.75,14.0,8.1,9.5,1.375,1.0,204.0,0.35,10.5,17.25
early spring,80.0,1.2,0.31,15.0,21.0,33.0,24.0,7.1,8.2,1.1,0.5,171.0,0.5,27.0,45.0
early spring,89.0,2.2,0.38,21.0,32.0,43.0,29.0,9.1,10.0,0.9,0.7,264.0,0.5,31.0,48.0
late spring & summer,89.1304347826087,2.234782608695652,0.388695652173913,43.52173913043478,45.130434782608695,40.95652173913044,25.347826086956523,11.126086956521739,12.356521739130434,1.2130434782608694,1.791304347826087,269.04347826086956,0.3869565217391305,27.217391304347824,42.52173913043478
