SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,26.0,,良好,2.4,0.36,7.7,17.0,20.0,8,14.0,15.0,1.0,0.5,114.0,2019-06-23 01:00,,0.3,8.0,19.0,2.0,121.760056,25.129167000000002,
汐止,新北市,29.0,,良好,0.7,0.42,11,17.0,1.0,8,15.0,17.0,2.5,0.8,211.0,2019-06-23 01:00,,0.5,9.0,,1.0,121.6423,25.067131,
萬里,新北市,20.0,,良好,1.6,0.27,9.6,21.0,21.0,4,12.0,13.0,1.2,0.5,260.0,2019-06-23 01:00,,0.2,6.0,22.0,2.0,121.689881,25.179667000000002,
新店,新北市,25.0,,良好,1.5,0.34,8.1,18.0,19.0,8,11.0,13.0,1.6,0.5,156.0,2019-06-23 01:00,,0.4,8.0,17.0,2.0,121.537778,24.977222,
基隆,基隆市,24.0,,良好,2.0,0.37,6.6,20.0,20.0,9,15.0,17.0,2.0,1.2,235.0,2019-06-23 00:00,,0.3,7.0,18.0,2.0,121.760056,25.129167000000002,
汐止,新北市,29.0,,良好,0.7,0.52,11,17.0,,8,19.0,23.0,3.8,0.9,225.0,2019-06-23 00:00,,0.5,9.0,,1.0,121.6423,25.067131,
萬里,新北市,22.0,,良好,2.2,0.25,12,24.0,24.0,4,10.0,11.0,1.0,0.6,132.0,2019-06-23 00:00,,0.2,6.0,22.0,2.0,121.689881,25.179667000000002,
新店,新北市,24.0,,良好,1.8,0.41,8.2,18.0,19.0,7,16.0,18.0,2.2,1.7,148.0,2019-06-23 00:00,,0.4,7.0,16.0,2.0,121.537778,24.977222,
土城,新北市,31.0,,良好,1.3,0.36,4.4,17.0,24.0,7,17.0,22.0,4.7,1.4,160.0,2019-06-23 00:00,,0.4,9.0,25.0,2.0,121.45186100000001,24.982528,
斗六,雲林縣,,,設備維護,,,,,,,,,,,,2019-06-23 00:00,,,,,,120.54499399999999,23.711853,
冬山,宜蘭縣,,,設備維護,,,,,,,,,,,,2019-06-23 00:00,,,,,,121.792928,24.632203,
復興,高雄市,28.0,,良好,5.8,0.06,11,11.0,10.0,8,5.8,8.9,3.0,0.8,223.0,2019-06-23 00:00,,0.1,9.0,14.0,3.0,120.312017,22.608711,
埔里,南投縣,39.0,,良好,2.2,0.26,9.6,21.0,32.0,17,10.0,12.0,1.5,1.0,187.0,2019-06-23 00:00,,0.3,12.0,28.0,1.0,120.967903,23.968842000000002,
馬祖,連江縣,44.0,,良好,2.3,0.12,44,48.0,3.0,2,1.5,1.9,0.5,2.7,324.0,2019-06-23 00:00,,0.1,6.0,5.0,2.0,119.949875,26.160469,
金門,金門縣,25.0,,良好,1.7,0.04,16,24.0,24.0,7,8.5,8.7,0.3,4.8,211.0,2019-06-23 00:00,,0.1,7.0,27.0,2.0,118.312256,24.432133,
苗栗(後龍),苗栗縣,67.0,細懸浮微粒,普通,1.4,0.18,9.7,14.0,27.0,26,7.6,8.8,1.2,4.2,203.0,2019-06-23 00:00,,0.2,22.0,28.0,2.0,120.34874199999999,23.757547,
屏東(琉球),屏東縣,21.0,,良好,1.5,0.16,12,18.0,15.0,7,3.1,3.8,0.7,0.6,167.0,2019-06-23 00:00,,0.2,7.0,12.0,2.0,,,
基隆,基隆市,27.0,,良好,1.7,0.27,6.1,15.0,18.0,10,12.0,12.0,0.4,0.9,270.0,2019-06-23 02:00,,0.3,8.0,19.0,2.0,121.760056,25.129167000000002,
汐止,新北市,29.0,,良好,1.2,0.33,9.9,16.0,,9,11.0,12.0,1.5,1.1,209.0,2019-06-23 02:00,,0.5,9.0,,1.0,121.6423,25.067131,
淡水,新北市,19.0,,良好,2.0,0.17,6.9,20.0,,9,11.0,13.0,2.1,,,2019-06-23 02:00,,0.2,4.0,,2.0,121.44923899999999,25.1645,
板橋,新北市,33.0,,良好,3.6,0.5,9.1,22.0,5.0,15,23.0,25.0,1.5,0.5,260.0,2019-06-23 00:00,,0.4,10.0,7.0,2.0,121.45866699999999,25.012972,
新莊,新北市,24.0,,良好,2.8,0.5,4.3,23.0,23.0,10,23.0,28.0,4.8,0.6,18.0,2019-06-23 00:00,,0.3,7.0,19.0,4.0,121.4325,25.037972,
菜寮,新北市,22.0,,良好,2.4,0.4,14,24.0,20.0,6,16.0,17.0,1.3,0.4,33.0,2019-06-23 00:00,,0.3,6.0,20.0,3.0,121.48102800000001,25.06895,
林口,新北市,25.0,,良好,1.8,0.29,7.1,27.0,27.0,ND,19.0,22.0,2.9,1.9,249.0,2019-06-23 00:00,,0.2,2.0,23.0,2.0,121.376869,25.077197,
淡水,新北市,26.0,,良好,2.1,0.26,12,28.0,,2,7.1,9.0,1.9,,,2019-06-23 00:00,,0.2,3.0,,2.0,121.44923899999999,25.1645,
士林,臺北市,24.0,,良好,1.5,0.49,7.7,26.0,16.0,3,20.0,24.0,3.6,1.2,18.0,2019-06-23 00:00,,0.3,7.0,22.0,2.0,121.51538899999998,25.105417000000003,
中山,臺北市,27.0,,良好,2.1,0.61,7.8,17.0,20.0,7,24.0,29.0,5.0,0.5,110.0,2019-06-23 00:00,,0.6,8.0,24.0,2.0,121.526528,25.062361,
萬華,臺北市,25.0,,良好,2.3,0.63,4.7,17.0,17.0,8,27.0,31.0,4.3,0.6,39.0,2019-06-23 00:00,,0.5,7.0,22.0,2.0,121.507972,25.046503,
古亭,臺北市,24.0,,良好,,0.5,8.8,21.0,3.0,7,25.0,27.0,2.5,1.3,142.0,2019-06-23 00:00,,0.4,6.0,5.0,1.0,121.529556,25.020608,
松山,臺北市,30.0,,良好,2.9,0.51,10,17.0,18.0,7,20.0,27.0,6.7,0.7,251.0,2019-06-23 00:00,,0.4,9.0,20.0,2.0,121.57861100000001,25.05,
大同,臺北市,25.0,,良好,2.0,0.81,-,,14.0,5,26.0,40.0,14.0,,,2019-06-23 00:00,,1.0,6.0,20.0,3.0,121.51331100000002,25.0632,
桃園,桃園市,24.0,,良好,4.0,0.38,8.4,20.0,26.0,13,19.0,20.0,1.7,0.6,162.0,2019-06-23 00:00,,0.3,7.0,26.0,3.0,121.304383,24.995368,
大園,桃園市,22.0,,良好,1.7,0.38,4.6,24.0,4.0,ND,22.0,24.0,2.4,1.2,136.0,2019-06-23 00:00,,0.3,4.0,6.0,3.0,121.201811,25.060344,
觀音,桃園市,24.0,,良好,0.9,0.1,16,24.0,23.0,6,6.5,9.4,2.9,2.1,263.0,2019-06-23 00:00,,0.1,7.0,26.0,1.0,121.082761,25.035503,
平鎮,桃園市,33.0,,良好,2.9,0.22,5.2,19.0,14.0,11,15.0,17.0,1.6,1.0,199.0,2019-06-23 00:00,,0.3,10.0,33.0,3.0,121.20398600000001,24.952786,
龍潭,桃園市,28.0,,良好,3.2,0.28,10,23.0,38.0,12,13.0,14.0,1.2,1.2,210.0,2019-06-23 00:00,,0.3,8.0,30.0,3.0,121.21635,24.863869,
湖口,新竹縣,25.0,,良好,2.7,0.15,12,18.0,,8,7.0,8.6,1.6,3.3,229.0,2019-06-23 00:00,,0.1,8.0,,2.0,121.038653,24.900142000000002,
竹東,新竹縣,28.0,,良好,2.3,0.22,11,21.0,34.0,8,7.1,7.9,0.8,1.5,126.0,2019-06-23 00:00,,0.3,4.0,30.0,2.0,121.088903,24.740644,
新竹,新竹市,33.0,,良好,2.4,0.24,7,12.0,37.0,8,12.0,13.0,1.6,1.2,202.0,2019-06-23 00:00,,0.3,10.0,36.0,2.0,120.972075,24.805619,
