SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
汐止,新北市,25,,良好,1.4,0.3,30,27.0,12,4,12.0,14.0,1.8,1.3,48.0,2018-12-29 19:00,,0.3,7,18,2,121.6423,25.067131,
萬里,新北市,47,,良好,1.7,0.18,41,39.0,41,13,1.7,2.4,0.7,10.0,44.0,2018-12-29 19:00,,0.2,13,51,2,121.689881,25.179667000000002,
新店,新北市,34,,良好,1.4,0.45,20,26.0,8,8,16.0,18.0,2.0,1.6,131.0,2018-12-29 19:00,,0.4,11,17,1,121.537778,24.977222,
土城,新北市,31,,良好,1.7,0.42,24,26.0,13,8,13.0,14.0,0.8,1.7,301.0,2018-12-29 19:00,,0.4,10,21,2,121.45186100000001,24.982528,
板橋,新北市,34,,良好,1.7,0.42,22,23.0,6,8,18.0,21.0,2.4,3.9,82.0,2018-12-29 19:00,,0.4,10,20,2,121.45866699999999,25.012972,
新莊,新北市,28,,良好,1.1,0.43,23,30.0,11,3,16.0,17.0,0.9,5.3,69.0,2018-12-29 19:00,,0.4,4,11,1,121.4325,25.037972,
菜寮,新北市,23,,良好,0.9,0.42,19,25.0,14,6,16.0,17.0,1.8,2.5,79.0,2018-12-29 19:00,,0.4,5,18,1,121.48102800000001,25.06895,
林口,新北市,31,,良好,1.3,0.28,30,33.0,24,3,7.3,9.1,1.8,3.8,56.0,2018-12-29 19:00,,0.3,6,23,1,121.376869,25.077197,
淡水,新北市,32,,良好,0.9,0.26,35,35.0,8,5,4.0,4.4,0.5,,,2018-12-29 19:00,,0.3,8,16,1,121.44923899999999,25.1645,
士林,臺北市,31,,良好,1.0,0.25,31,34.0,12,6,7.3,9.2,1.8,2.4,60.0,2018-12-29 19:00,,0.2,7,16,1,121.51538899999998,25.105417000000003,
中山,臺北市,25,,良好,1.5,0.51,15,21.0,21,7,26.0,34.0,7.6,2.7,128.0,2018-12-29 19:00,,0.5,7,26,1,121.526528,25.062361,
萬華,臺北市,29,,良好,1.8,0.41,15,21.0,14,9,23.0,29.0,5.9,3.2,92.0,2018-12-29 19:00,,0.4,9,22,1,121.507972,25.046503,
古亭,臺北市,35,,良好,1.4,0.36,26,25.0,14,8,14.0,17.0,3.0,2.6,77.0,2018-12-29 19:00,,0.4,11,24,1,121.529556,25.020608,
松山,臺北市,29,,良好,1.6,0.34,23,22.0,12,6,18.0,21.0,3.4,1.7,55.0,2018-12-29 19:00,,0.3,9,23,1,121.57861100000001,25.05,
大同,臺北市,37,,良好,1.4,0.8,-,,18,12,29.0,62.0,33.0,,,2018-12-29 19:00,,0.6,11,23,1,121.51331100000002,25.0632,
桃園,桃園市,26,,良好,4.1,0.46,21,26.0,19,11,14.0,16.0,2.1,3.1,58.0,2018-12-29 19:00,,0.4,8,20,3,121.31996399999998,24.994789,
大園,桃園市,32,,良好,3.1,0.26,34,35.0,22,3,11.0,12.0,1.5,7.1,61.0,2018-12-29 19:00,,0.3,7,24,4,121.201811,25.060344,
觀音,桃園市,56,細懸浮微粒,普通,1.9,0.25,30,33.0,22,18,5.9,6.4,0.5,6.2,81.0,2018-12-29 19:00,,0.2,17,26,2,121.082761,25.035503,
平鎮,桃園市,26,,良好,3.0,0.5,22,28.0,21,5,17.0,19.0,2.5,4.3,71.0,2018-12-29 19:00,,0.4,8,25,3,121.20398600000001,24.952786,
龍潭,桃園市,31,,良好,1.5,0.33,30,34.0,18,2,8.3,10.0,1.8,7.2,61.0,2018-12-29 19:00,,0.3,5,22,1,121.21635,24.863869,
湖口,新竹縣,38,,良好,1.3,0.3,35,36.0,20,10,4.3,4.9,0.6,7.9,49.0,2018-12-29 19:00,,0.3,12,23,1,121.038653,24.900142000000002,
竹東,新竹縣,33,,良好,1.5,0.23,31,32.0,10,7,3.1,5.2,2.1,2.9,233.0,2018-12-29 19:00,,0.2,10,17,2,121.088903,24.740644,
新竹,新竹市,39,,良好,1.3,0.36,27,31.0,20,14,8.8,9.8,1.0,5.1,64.0,2018-12-29 19:00,,0.3,12,28,1,120.972075,24.805619,
