SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
淡水,新北市,31.0,,良好,-0.2,0.21,31,32.0,22.0,10,5.8,6.9,1.1,,,2019-02-19 01:00,,0.3,9,21.0,1,121.44923899999999,25.1645,
士林,臺北市,28.0,,良好,2.8,0.51,13,22.0,34.0,12,20.0,23.0,2.6,3.3,272.0,2019-02-19 01:00,,0.4,9,27.0,2,121.51538899999998,25.105417000000003,
中山,臺北市,45.0,,良好,1.0,0.91,4.2,9.0,41.0,11,32.0,43.0,11.0,1.4,308.0,2019-02-19 01:00,,1.0,14,37.0,3,121.526528,25.062361,
萬華,臺北市,54.0,細懸浮微粒,普通,2.8,1.09,1.1,10.0,46.0,21,37.0,52.0,15.0,2.0,277.0,2019-02-19 01:00,,0.9,17,35.0,3,121.507972,25.046503,
古亭,臺北市,72.0,細懸浮微粒,普通,2.5,1.1,2,10.0,51.0,24,39.0,54.0,15.0,1.2,314.0,2019-02-19 01:00,,0.9,24,37.0,3,121.529556,25.020608,
松山,臺北市,56.0,細懸浮微粒,普通,2.0,0.91,2.8,10.0,42.0,15,35.0,55.0,20.0,1.2,238.0,2019-02-19 01:00,,0.8,17,39.0,2,121.57861100000001,25.05,
大同,臺北市,43.0,,良好,1.6,1.29,-,,39.0,15,35.0,53.0,18.0,,,2019-02-19 01:00,,1.3,13,35.0,2,121.51331100000002,25.0632,
桃園,桃園市,41.0,,良好,3.0,0.42,9.7,15.0,66.0,18,23.0,23.0,-0.1,1.5,286.0,2019-02-19 01:00,,0.5,13,42.0,3,121.304383,24.995368,
大園,桃園市,44.0,,良好,2.5,0.3,30,33.0,63.0,18,13.0,14.0,0.8,2.9,314.0,2019-02-19 01:00,,0.3,13,36.0,3,121.201811,25.060344,
觀音,桃園市,43.0,,良好,3.9,0.26,25,32.0,43.0,19,5.9,7.6,1.7,5.9,317.0,2019-02-19 01:00,,0.2,13,29.0,4,121.082761,25.035503,
平鎮,桃園市,54.0,細懸浮微粒,普通,2.1,0.39,9.5,17.0,67.0,26,24.0,27.0,2.4,1.7,298.0,2019-02-19 01:00,,0.4,17,45.0,2,121.20398600000001,24.952786,
龍潭,桃園市,47.0,,良好,1.7,0.39,13,15.0,56.0,14,16.0,16.0,0.6,1.2,245.0,2019-02-19 01:00,,0.4,15,43.0,2,121.21635,24.863869,
湖口,新竹縣,53.0,細懸浮微粒,普通,1.7,0.27,20,27.0,38.0,25,11.0,12.0,1.0,5.3,316.0,2019-02-19 01:00,,0.2,16,38.0,3,121.038653,24.900142000000002,
竹東,新竹縣,91.0,細懸浮微粒,普通,1.3,0.36,9.6,10.0,55.0,37,12.0,14.0,1.5,1.7,210.0,2019-02-19 01:00,,0.4,32,53.0,2,121.088903,24.740644,
新竹,新竹市,76.0,細懸浮微粒,普通,1.6,0.54,8.7,19.0,66.0,38,22.0,23.0,1.2,4.3,289.0,2019-02-19 01:00,,0.5,26,49.0,2,120.972075,24.805619,
關山,臺東縣,20.0,,良好,8.3,-,12,13.0,13.0,5,1.2,2.2,1.0,0.8,39.0,2019-02-19 02:00,,,6,10.0,1,121.161933,23.045082999999998,
基隆,基隆市,25,,良好,1.1,0.25,25,26.0,16,5,7.2,8.4,1.2,2.1,256.0,2019-02-19 06:00,,0.3,8,21,2,121.760056,25.129167000000002,
汐止,新北市,39,,良好,0.7,0.31,17,16.0,10,5,11.0,13.0,1.9,1.0,251.0,2019-02-19 06:00,,0.5,12,22,2,121.6423,25.067131,
萬里,新北市,29,,良好,1.5,0.22,25,31.0,15,7,3.7,4.7,1.0,2.8,220.0,2019-02-19 06:00,,0.2,8,17,2,121.689881,25.179667000000002,
新店,新北市,38,,良好,1.3,0.28,17,14.0,9,6,9.1,9.8,0.7,2.0,147.0,2019-02-19 06:00,,0.5,12,18,2,121.537778,24.977222,
三重,新北市,31,,良好,3.1,1.17,-,,24,6,32.0,123.0,90.0,,,2019-02-19 07:00,,0.7,8,34,4,121.493806,25.072611,
彰化,彰化縣,42,,良好,2.9,1.29,2.2,14.0,40,16,20.0,49.0,29.0,0.5,272.0,2019-02-19 08:00,,0.5,13,30,2,120.541519,24.066,
關山,臺東縣,25,,良好,,-,12,11.0,27,11,5.3,10.0,5.0,1.5,91.0,2019-02-19 09:00,,,8,15,2,121.161933,23.045082999999998,
麥寮,雲林縣,54,細懸浮微粒,普通,2.5,0.6,6.5,16.0,66,25,18.0,34.0,16.0,0.5,1.9,2019-02-19 09:00,,0.4,17,49,2,120.251825,23.753505999999998,
富貴角,新北市,31,,良好,0.2,0.23,20,27.0,42,9,6.7,8.0,1.4,3.1,296.0,2019-02-19 09:00,,0.2,7,34,1,121.536763,25.298562,
臺南(玉井),臺南市,25,,良好,2.7,0.11,20,19.0,26,10,4.4,4.9,0.5,0.7,8.8,2019-02-19 09:00,,0.1,8,21,3,,,
彰化(大城),彰化縣,48,,良好,1.9,0.26,9.2,21.0,32,21,11.0,20.0,9.4,0.4,145.0,2019-02-19 09:00,,0.2,15,22,2,,,
屏東(琉球),屏東縣,39,,良好,1.9,0.16,33,30.0,28,9,4.6,6.1,1.5,1.7,182.0,2019-02-19 09:00,,0.1,12,30,2,,,
冬山,宜蘭縣,31,,良好,1.8,0.43,12,9.0,32,7,8.8,19.0,9.8,0.7,12.0,2019-02-19 10:00,,0.4,10,33,2.0,121.792928,24.632203,
三重,新北市,54,二氧化氮,普通,6.4,2.79,-,,78,24,57.0,223.0,166.0,,,2019-02-19 10:00,,1.4,12,46,4.0,121.493806,25.072611,
中壢,桃園市,41,,良好,8.1,1.35,4.4,11.0,62,12,38.0,103.0,64.0,0.8,347.0,2019-02-19 10:00,,1.6,10,44,3.0,121.221667,24.953278,
竹山,南投縣,94,細懸浮微粒,普通,6.5,0.52,12,9.0,43,27,17.0,29.0,11.0,1.1,348.0,2019-02-19 10:00,,0.4,33,53,3.0,120.677306,23.756389000000002,
馬公,澎湖縣,54,細懸浮微粒,普通,1.8,0.4,12,15.0,29,22,14.0,18.0,3.9,2.2,146.0,2019-02-19 10:00,,0.4,17,23,2.0,119.566158,23.569031,
關山,臺東縣,27,,良好,,-,21,12.0,19,10,2.2,4.5,2.2,1.3,39.0,2019-02-19 10:00,,,8,17,,121.161933,23.045082999999998,
麥寮,雲林縣,64,細懸浮微粒,普通,3.6,0.58,13,14.0,81,33,17.0,28.0,11.0,2.0,1.4,2019-02-19 10:00,,0.5,21,58,2.0,120.251825,23.753505999999998,
富貴角,新北市,31,,良好,0.4,0.22,27,26.0,22,9,6.5,8.6,2.0,1.9,296.0,2019-02-19 10:00,,0.2,8,33,1.0,121.536763,25.298562,
臺南(玉井),臺南市,26,,良好,2.7,0.1,21,17.0,28,8,6.5,10.0,3.7,0.3,314.0,2019-02-19 10:00,,0.1,8,23,3.0,,,
彰化(大城),彰化縣,56,細懸浮微粒,普通,2.7,0.25,14,18.0,45,27,11.0,23.0,12.0,0.4,182.0,2019-02-19 10:00,,0.2,18,27,2.0,,,
屏東(琉球),屏東縣,40,,良好,1.8,0.16,34,31.0,22,12,4.4,5.9,1.4,1.2,178.0,2019-02-19 10:00,,0.1,12,28,2.0,,,
林口,新北市,34,,良好,4.0,0.29,30,20.0,31.0,15,13.0,19.0,5.3,2.0,339.0,2019-02-19 11:00,,0.4,11,25,2.0,121.376869,25.077197,
淡水,新北市,39,,良好,2.2,0.44,24,19.0,20.0,17,17.0,23.0,6.8,,,2019-02-19 11:00,,0.5,12,19,1.0,121.44923899999999,25.1645,
士林,臺北市,39,,良好,3.0,0.94,15,16.0,46.0,27,35.0,58.0,23.0,1.8,294.0,2019-02-19 11:00,,0.6,12,36,2.0,121.51538899999998,25.105417000000003,
中山,臺北市,52,二氧化氮,普通,2.6,1.82,7.1,12.0,62.0,17,55.0,115.0,60.0,1.7,29.0,2019-02-19 11:00,,1.1,13,38,3.0,121.526528,25.062361,
萬華,臺北市,45,,良好,4.4,1.59,9.6,12.0,51.0,10,48.0,79.0,32.0,0.9,342.0,2019-02-19 11:00,,0.8,13,30,3.0,121.507972,25.046503,
古亭,臺北市,59,細懸浮微粒,普通,2.7,1.34,13,15.0,58.0,32,42.0,68.0,26.0,1.3,330.0,2019-02-19 11:00,,0.7,19,31,2.0,121.529556,25.020608,
松山,臺北市,38,,良好,3.3,1.09,12,15.0,42.0,14,37.0,69.0,32.0,1.2,321.0,2019-02-19 11:00,,0.8,12,36,2.0,121.57861100000001,25.05,
大同,臺北市,51,二氧化氮,普通,2.3,2.51,-,,,19,54.0,131.0,77.0,,,2019-02-19 11:00,,1.8,14,43,2.0,121.51331100000002,25.0632,
桃園,桃園市,72,細懸浮微粒,普通,8.9,0.52,16,12.0,46.0,45,29.0,41.0,12.0,1.5,310.0,2019-02-19 11:00,,0.9,24,54,5.0,121.304383,24.995368,
大園,桃園市,43,,良好,4.0,0.28,29,18.0,20.0,13,16.0,21.0,5.8,2.4,14.0,2019-02-19 11:00,,0.4,13,31,3.0,121.201811,25.060344,
觀音,桃園市,45,,良好,,0.27,26,17.0,21.0,8,8.2,11.0,3.1,2.2,30.0,2019-02-19 11:00,,0.4,14,26,4.0,121.082761,25.035503,
平鎮,桃園市,55,細懸浮微粒,普通,4.2,0.54,25,17.0,44.0,20,25.0,33.0,7.9,1.2,334.0,2019-02-19 11:00,,0.6,17,35,2.0,121.20398600000001,24.952786,
龍潭,桃園市,50,,良好,3.9,0.55,,15.0,,,,,,1.6,1.3,2019-02-19 11:00,,0.5,15,32,2.0,121.21635,24.863869,
湖口,新竹縣,40,,良好,3.5,0.29,30,20.0,19.0,16,9.2,13.0,3.8,2.8,4.8,2019-02-19 11:00,,0.4,12,24,2.0,121.038653,24.900142000000002,
竹東,新竹縣,62,細懸浮微粒,普通,3.8,0.53,17,13.0,40.0,30,18.0,28.0,10.0,2.2,333.0,2019-02-19 11:00,,0.5,20,29,2.0,121.088903,24.740644,
關山,臺東縣,28,,良好,9.4,-,27,15.0,21.0,8.0,1.4,2.9,1.5,2.4,205.0,2019-02-19 12:00,,,9,18,,121.161933,23.045082999999998,
麥寮,雲林縣,74,細懸浮微粒,普通,2.6,0.29,25,13.0,49.0,29.0,9.8,13.0,3.1,2.1,1.3,2019-02-19 12:00,,0.5,25,55,2.0,120.251825,23.753505999999998,
富貴角,新北市,28,,良好,0.6,0.2,40,27.0,11.0,9.0,2.3,2.5,0.2,0.8,319.0,2019-02-19 12:00,,0.2,9,24,1.0,121.536763,25.298562,
臺南(玉井),臺南市,26,,良好,2.6,0.1,36,20.0,23.0,8.0,4.4,5.2,0.8,0.4,346.0,2019-02-19 12:00,,0.1,8,25,3.0,,,
彰化(大城),彰化縣,58,細懸浮微粒,普通,2.4,0.2,29,17.0,33.0,22.0,8.1,11.0,2.7,0.4,287.0,2019-02-19 12:00,,0.2,18,28,2.0,,,
屏東(琉球),屏東縣,37,,良好,1.9,0.17,35,32.0,31.0,11.0,5.2,7.4,2.2,2.1,169.0,2019-02-19 12:00,,0.2,12,28,2.0,,,
基隆,基隆市,36,,良好,2.2,0.28,36,19.0,21.0,8.0,9.3,11.0,1.8,0.9,43.0,2019-02-19 13:00,,0.5,11,23,2.0,121.760056,25.129167000000002,
汐止,新北市,57,細懸浮微粒,普通,5.2,0.57,15,9.0,36.0,18.0,31.0,50.0,19.0,1.9,83.0,2019-02-19 13:00,,1.0,18,35,2.0,121.6423,25.067131,
萬里,新北市,35,,良好,1.7,0.24,41,24.0,30.0,9.0,3.8,5.3,1.5,2.7,20.0,2019-02-19 13:00,,0.3,11,28,2.0,121.689881,25.179667000000002,
新店,新北市,56,細懸浮微粒,普通,3.5,0.76,32,14.0,42.0,26.0,33.0,39.0,5.9,1.4,328.0,2019-02-19 13:00,,0.7,17,31,2.0,121.537778,24.977222,
土城,新北市,101,細懸浮微粒,對敏感族群不健康,2.4,1.62,23,10.0,85.0,69.0,70.0,87.0,17.0,0.9,3.7,2019-02-19 13:00,,1.1,36,50,3.0,121.45186100000001,24.982528,
板橋,新北市,83,細懸浮微粒,普通,4.4,1.01,22,13.0,60.0,34.0,46.0,57.0,12.0,1.5,41.0,2019-02-19 13:00,,1.2,28,51,3.0,121.45866699999999,25.012972,
新莊,新北市,60,細懸浮微粒,普通,4.5,0.62,25,13.0,56.0,25.0,34.0,47.0,13.0,3.1,56.0,2019-02-19 13:00,,0.8,19,48,3.0,121.4325,25.037972,
菜寮,新北市,63,細懸浮微粒,普通,4.6,0.61,27,14.0,44.0,23.0,25.0,32.0,7.3,1.4,355.0,2019-02-19 13:00,,1.0,20,38,3.0,121.48102800000001,25.06895,
林口,新北市,46,,良好,3.6,0.46,30,21.0,46.0,24.0,26.0,37.0,11.0,1.4,306.0,2019-02-19 13:00,,0.4,14,27,2.0,121.376869,25.077197,
大園,桃園市,42,,良好,3.8,0.27,36,19.0,20.0,9.0,14.0,19.0,4.8,2.2,358.0,2019-02-19 12:00,,0.4,13,30,3.0,121.201811,25.060344,
觀音,桃園市,38,,良好,,,30,17.0,25.0,8.0,,,,2.4,358.0,2019-02-19 12:00,,0.4,12,25,4.0,121.082761,25.035503,
平鎮,桃園市,56,細懸浮微粒,普通,4.2,0.45,27,17.0,45.0,21.0,22.0,29.0,7.3,1.3,114.0,2019-02-19 12:00,,0.6,18,36,2.0,121.20398600000001,24.952786,
龍潭,桃園市,48,,良好,4.6,0.49,32,16.0,64.0,10.0,,,,1.5,333.0,2019-02-19 12:00,,0.6,15,39,2.0,121.21635,24.863869,
湖口,新竹縣,44,,良好,3.4,0.29,32,20.0,29.0,18.0,10.0,16.0,5.2,2.1,344.0,2019-02-19 12:00,,0.4,14,24,2.0,121.038653,24.900142000000002,
萬華,臺北市,44,,良好,5.3,0.75,15,11.0,43.0,19.0,36.0,47.0,11.0,0.9,12.0,2019-02-19 12:00,,0.9,14,34,3.0,121.507972,25.046503,
古亭,臺北市,67,細懸浮微粒,普通,3.1,1.08,15,13.0,49.0,36.0,47.0,62.0,15.0,0.9,3.4,2019-02-19 12:00,,0.8,22,34,2.0,121.529556,25.020608,
松山,臺北市,44,,良好,3.7,0.96,15,13.0,50.0,20.0,43.0,60.0,17.0,0.7,359.0,2019-02-19 12:00,,0.9,14,40,2.0,121.57861100000001,25.05,
大同,臺北市,50,,良好,4.0,1.44,-,,,17.0,40.0,84.0,43.0,,,2019-02-19 12:00,,1.9,15,45,2.0,121.51331100000002,25.0632,
桃園,桃園市,83,細懸浮微粒,普通,10.0,0.56,20,12.0,51.0,39.0,25.0,34.0,8.3,0.8,336.0,2019-02-19 12:00,,0.9,29,55,5.0,121.304383,24.995368,
竹東,新竹縣,67,細懸浮微粒,普通,3.4,0.43,20,13.0,46.0,32.0,19.0,26.0,7.3,1.4,340.0,2019-02-19 12:00,,0.5,22,31,2.0,121.088903,24.740644,
土城,新北市,125.0,細懸浮微粒,對敏感族群不健康,10.0,1.07,56,22.0,72.0,51,49.0,55.0,6.6,1.2,341.0,2019-02-19 15:00,,1.3,45,59,3.0,121.45186100000001,24.982528,
板橋,新北市,88.0,細懸浮微粒,普通,4.2,0.97,34,18.0,64.0,42,49.0,58.0,9.5,2.0,354.0,2019-02-19 15:00,,1.3,31,54,3.0,121.45866699999999,25.012972,
新莊,新北市,69.0,細懸浮微粒,普通,3.9,0.64,46,20.0,91.0,31,29.0,35.0,5.9,2.2,78.0,2019-02-19 15:00,,0.9,23,57,3.0,121.4325,25.037972,
菜寮,新北市,64.0,細懸浮微粒,普通,3.9,0.48,46,21.0,40.0,22,19.0,23.0,4.1,2.7,350.0,2019-02-19 15:00,,1.0,21,38,3.0,121.48102800000001,25.06895,
屏東(琉球),屏東縣,39,,良好,1.6,0.15,37,33.0,23.0,14.0,4.6,5.9,1.3,2.2,186.0,2019-02-19 13:00,,0.2,12,27,2.0,,,
林口,新北市,57.0,細懸浮微粒,普通,2.9,0.26,45,28.0,34.0,20,14.0,17.0,2.9,1.9,29.0,2019-02-19 15:00,,0.4,18,30,2.0,121.376869,25.077197,
淡水,新北市,45.0,,良好,,,,25.0,,,,,,,,2019-02-19 15:00,,0.5,14,17,1.0,121.44923899999999,25.1645,
士林,臺北市,54.0,細懸浮微粒,普通,2.7,0.4,45,19.0,36.0,3,16.0,20.0,3.2,2.3,268.0,2019-02-19 15:00,,0.7,17,34,2.0,121.51538899999998,25.105417000000003,
中山,臺北市,58.0,細懸浮微粒,普通,3.5,0.8,30,11.0,58.0,22,42.0,53.0,11.0,1.4,2.6,2019-02-19 15:00,,1.3,18,44,3.0,121.526528,25.062361,
萬華,臺北市,58.0,細懸浮微粒,普通,4.4,0.88,24,11.0,62.0,27,44.0,57.0,13.0,1.7,291.0,2019-02-19 15:00,,1.1,18,42,3.0,121.507972,25.046503,
古亭,臺北市,93.0,細懸浮微粒,普通,3.4,1.06,28,14.0,62.0,47,57.0,72.0,15.0,1.3,332.0,2019-02-19 15:00,,1.0,33,48,2.0,121.529556,25.020608,
淡水,新北市,46,,良好,1.5,0.24,42,21.0,19.0,16.0,6.3,7.2,0.9,,,2019-02-19 13:00,,0.5,14,20,1.0,121.44923899999999,25.1645,
士林,臺北市,63,細懸浮微粒,普通,3.1,0.57,24,14.0,44.0,25.0,26.0,33.0,7.4,1.2,255.0,2019-02-19 13:00,,0.7,21,38,2.0,121.51538899999998,25.105417000000003,
中山,臺北市,53,細懸浮微粒,普通,3.7,0.93,11,8.0,52.0,22.0,43.0,73.0,30.0,1.5,15.0,2019-02-19 13:00,,1.2,17,44,3.0,121.526528,25.062361,
萬華,臺北市,46,,良好,4.9,0.83,11,9.0,45.0,18.0,40.0,58.0,18.0,0.9,39.0,2019-02-19 13:00,,0.9,14,37,3.0,121.507972,25.046503,
古亭,臺北市,78,細懸浮微粒,普通,3.4,1.14,15,11.0,64.0,41.0,51.0,69.0,18.0,0.9,337.0,2019-02-19 13:00,,0.9,27,41,2.0,121.529556,25.020608,
松山,臺北市,52,二氧化氮,普通,3.8,1.13,12,10.0,63.0,19.0,55.0,86.0,32.0,0.9,28.0,2019-02-19 13:00,,1.0,15,43,2.0,121.57861100000001,25.05,
大同,臺北市,51,細懸浮微粒,普通,3.9,1.23,-,,48.0,16.0,42.0,81.0,39.0,,,2019-02-19 13:00,,2.0,16,46,2.0,121.51331100000002,25.0632,
桃園,桃園市,84,細懸浮微粒,普通,9.2,0.64,29,13.0,61.0,20.0,27.0,35.0,8.1,1.3,320.0,2019-02-19 13:00,,0.9,29,55,5.0,121.304383,24.995368,
大園,桃園市,38,,良好,3.7,0.27,40,21.0,24.0,8.0,15.0,18.0,3.2,2.9,13.0,2019-02-19 13:00,,0.4,12,27,3.0,121.201811,25.060344,
觀音,桃園市,34,,良好,4.1,0.28,,17.0,22.0,12.0,6.6,9.3,2.7,2.1,27.0,2019-02-19 13:00,,0.4,10,22,4.0,121.082761,25.035503,
平鎮,桃園市,57,細懸浮微粒,普通,3.4,0.46,38,18.0,47.0,22.0,23.0,28.0,5.2,1.4,47.0,2019-02-19 13:00,,0.7,18,37,2.0,121.20398600000001,24.952786,
龍潭,桃園市,54,細懸浮微粒,普通,4.4,0.55,,14.0,79.0,23.0,25.0,31.0,6.4,2.1,62.0,2019-02-19 13:00,,0.6,17,49,2.0,121.21635,24.863869,
湖口,新竹縣,44,,良好,3.1,0.27,42,22.0,30.0,17.0,6.5,9.2,2.7,1.7,326.0,2019-02-19 13:00,,0.4,14,23,2.0,121.038653,24.900142000000002,
竹東,新竹縣,71,細懸浮微粒,普通,2.6,0.42,25,13.0,47.0,31.0,18.0,24.0,6.1,2.1,357.0,2019-02-19 13:00,,0.5,24,33,2.0,121.088903,24.740644,
新店,新北市,60.0,細懸浮微粒,普通,3.7,0.79,45,18.0,48.0,27.0,34.0,39.0,5.6,1.1,338.0,2019-02-19 14:00,,0.8,19,32,2.0,121.537778,24.977222,
土城,新北市,117.0,細懸浮微粒,對敏感族群不健康,,1.22,40,14.0,79.0,61.0,,,,0.8,33.0,2019-02-19 14:00,,1.2,42,55,3.0,121.45186100000001,24.982528,
板橋,新北市,85.0,細懸浮微粒,普通,4.2,1.09,26,15.0,72.0,36.0,53.0,64.0,11.0,1.3,61.0,2019-02-19 14:00,,1.3,29,52,3.0,121.45866699999999,25.012972,
