SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
林口,新北市,41.0,,良好,1.7,0.36,24,34.0,21.0,15.0,16.0,18.0,1.9,2.5,114.0,2019-09-10 00:00,,0.4,13.0,23.0,3.0,121.376869,25.077197,9
淡水,新北市,54.0,細懸浮微粒,普通,1.8,0.21,37,46.0,18.0,12.0,4.4,4.7,0.3,,,2019-09-10 00:00,,0.3,17.0,24.0,3.0,121.44923899999999,25.1645,10
士林,臺北市,58.0,細懸浮微粒,普通,1.1,0.23,34,43.0,19.0,9.0,6.4,6.9,0.5,1.4,99.0,2019-09-10 00:00,,0.3,19.0,23.0,2.0,121.51538899999998,25.105417000000003,11
中山,臺北市,61.0,細懸浮微粒,普通,1.6,0.5,17,22.0,19.0,13.0,21.0,25.0,3.2,2.2,103.0,2019-09-10 00:00,,0.6,20.0,24.0,2.0,121.526528,25.062361,12
基隆,基隆市,,,設備維護,,,,,,,,,,,,2019-09-10 00:00,,,,,,121.760056,25.129167000000002,1
汐止,新北市,33.0,,良好,1.1,0.28,15,20.0,20.0,5.0,14.0,15.0,1.4,0.7,255.0,2019-09-10 00:00,,0.3,10.0,23.0,3.0,121.6423,25.067131,2
萬里,新北市,40.0,,良好,,0.17,23,28.0,22.0,11.0,1.8,2.5,0.7,4.0,207.0,2019-09-10 00:00,,0.2,12.0,24.0,,121.689881,25.179667000000002,3
新店,新北市,36.0,,良好,1.7,0.22,31,34.0,16.0,10.0,4.4,5.4,1.1,2.3,135.0,2019-09-10 00:00,,0.3,11.0,21.0,2.0,121.537778,24.977222,4
土城,新北市,42.0,,良好,1.7,0.26,35,38.0,17.0,9.0,,,,1.6,5.4,2019-09-10 00:00,,0.4,13.0,23.0,3.0,121.45186100000001,24.982528,5
板橋,新北市,58.0,細懸浮微粒,普通,2.6,0.5,21,23.0,22.0,16.0,19.0,20.0,1.1,1.4,153.0,2019-09-10 00:00,,0.6,18.0,25.0,4.0,121.45866699999999,25.012972,6
新莊,新北市,39.0,,良好,1.9,0.38,28,34.0,22.0,7.0,13.0,15.0,2.1,2.1,70.0,2019-09-10 00:00,,0.5,12.0,22.0,3.0,121.4325,25.037972,7
古亭,臺北市,42.0,,良好,1.1,0.26,28,28.0,21.0,14.0,7.9,7.8,-0.1,0.7,160.0,2019-09-10 02:00,,0.3,13.0,21.0,2.0,121.529556,25.020608,14
永和,新北市,45.0,,良好,2.8,0.51,24,28.0,14.0,7.0,13.0,16.0,3.0,1.7,101.0,2019-09-10 00:00,,0.6,14.0,23.0,3.0,121.516306,25.017,70
基隆,基隆市,,,設備維護,,,,,,,,,,,,2019-09-10 02:00,,,,,,121.760056,25.129167000000002,1
汐止,新北市,33.0,,良好,1.9,0.21,12,13.0,22.0,14.0,15.0,16.0,1.2,1.1,56.0,2019-09-10 02:00,,0.3,10.0,23.0,3.0,121.6423,25.067131,2
萬里,新北市,33.0,,良好,1.4,0.13,25,25.0,22.0,7.0,1.3,1.6,0.3,2.8,210.0,2019-09-10 02:00,,0.2,10.0,22.0,,121.689881,25.179667000000002,3
新店,新北市,38.0,,良好,1.6,0.2,30,30.0,20.0,10.0,2.5,3.5,0.9,2.3,182.0,2019-09-10 02:00,,0.3,12.0,19.0,2.0,121.537778,24.977222,4
土城,新北市,42.0,,良好,3.6,0.33,13,31.0,28.0,15.0,18.0,19.0,1.5,0.7,174.0,2019-09-10 02:00,,0.4,13.0,23.0,3.0,121.45186100000001,24.982528,5
板橋,新北市,53.0,細懸浮微粒,普通,3.1,0.29,23,19.0,19.0,12.0,12.0,14.0,1.7,1.2,249.0,2019-09-10 02:00,,0.6,16.0,22.0,4.0,121.45866699999999,25.012972,6
新莊,新北市,34.0,,良好,2.0,0.27,27,27.0,21.0,9.0,8.9,10.0,1.5,1.3,87.0,2019-09-10 02:00,,0.5,10.0,22.0,3.0,121.4325,25.037972,7
菜寮,新北市,36.0,,良好,1.6,0.26,27,23.0,17.0,7.0,8.8,11.0,1.8,1.6,196.0,2019-09-10 02:00,,0.5,11.0,20.0,2.0,121.48102800000001,25.06895,8
林口,新北市,39.0,,良好,1.4,0.28,22,24.0,17.0,8.0,14.0,15.0,1.0,2.1,135.0,2019-09-10 02:00,,0.4,12.0,22.0,3.0,121.376869,25.077197,9
淡水,新北市,50.0,,良好,1.0,0.13,38,39.0,12.0,13.0,3.0,3.8,0.9,,,2019-09-10 02:00,,0.2,15.0,21.0,3.0,121.44923899999999,25.1645,10
士林,臺北市,49.0,,良好,1.6,0.14,37,36.0,9.0,11.0,2.8,2.9,0.1,1.8,95.0,2019-09-10 02:00,,0.3,15.0,18.0,2.0,121.51538899999998,25.105417000000003,11
中山,臺北市,53.0,細懸浮微粒,普通,0.9,0.3,26,18.0,18.0,9.0,13.0,14.0,1.5,1.0,104.0,2019-09-10 02:00,,0.5,16.0,20.0,2.0,121.526528,25.062361,12
