SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
士林,臺北市,55,細懸浮微粒,普通,0.9,0.33,36,31.0,13,ND,6.3,7.2,0.9,0.7,270.0,2019-02-16 02:00,,0.4,17,33,2,121.51538899999998,25.105417000000003,
中山,臺北市,82,細懸浮微粒,普通,2.2,0.39,40,24.0,17,22,8.8,9.4,0.6,1.7,116.0,2019-02-16 02:00,,0.7,28,39,3,121.526528,25.062361,
萬華,臺北市,67,細懸浮微粒,普通,1.6,0.33,39,22.0,14,17,9.0,10.0,1.1,2.1,101.0,2019-02-16 02:00,,0.6,22,38,3,121.507972,25.046503,
萬里,新北市,53,細懸浮微粒,普通,1.3,0.25,46,49.0,32,13,1.6,1.6,0.1,1.8,14.0,2019-02-16 02:00,,0.3,16,47,2,121.689881,25.179667000000002,
新店,新北市,74,細懸浮微粒,普通,1.6,0.29,38,26.0,9,15,8.0,9.2,1.2,0.8,155.0,2019-02-16 02:00,,0.5,25,31,2,121.537778,24.977222,
土城,新北市,79,細懸浮微粒,普通,0.6,0.34,40,26.0,28,20,8.9,9.3,0.4,1.0,343.0,2019-02-16 02:00,,0.7,27,50,3,121.45186100000001,24.982528,
板橋,新北市,73,細懸浮微粒,普通,1.5,0.36,36,23.0,14,15,9.1,9.5,0.4,1.5,111.0,2019-02-16 02:00,,0.7,24,42,3,121.45866699999999,25.012972,
新莊,新北市,66,細懸浮微粒,普通,1.4,0.38,37,30.0,24,17,11.0,12.0,1.9,1.6,69.0,2019-02-16 02:00,,0.5,22,47,3,121.4325,25.037972,
菜寮,新北市,61,細懸浮微粒,普通,1.3,0.32,40,30.0,15,13,6.4,7.5,1.2,2.3,77.0,2019-02-16 02:00,,0.5,20,35,2,121.48102800000001,25.06895,
林口,新北市,70,細懸浮微粒,普通,1.9,0.29,38,35.0,23,14,3.9,4.9,1.0,1.2,31.0,2019-02-16 02:00,,0.4,23,44,2,121.376869,25.077197,
淡水,新北市,52,細懸浮微粒,普通,1.0,0.28,42,38.0,13,10,2.3,3.0,0.7,,,2019-02-16 02:00,,0.4,16,26,1,121.44923899999999,25.1645,
古亭,臺北市,81,細懸浮微粒,普通,1.2,0.35,43,28.0,17,11,7.7,7.8,0.1,2.1,58.0,2019-02-16 02:00,,0.5,28,39,3,121.529556,25.020608,
基隆,基隆市,49,,良好,0.9,0.28,40,43.0,23,9,3.7,5.3,1.6,0.5,61.0,2019-02-16 02:00,,0.3,15,35,1,121.760056,25.129167000000002,
汐止,新北市,64,細懸浮微粒,普通,1.5,0.31,38,36.0,16,15,6.7,8.5,1.8,1.3,41.0,2019-02-16 02:00,,0.3,21,33,2,121.6423,25.067131,
基隆,基隆市,54,細懸浮微粒,普通,0.6,0.26,43,44.0,23.0,12,3.9,5.4,1.4,1.0,86.0,2019-02-16 01:00,,0.3,17,36,1,121.760056,25.129167000000002,
汐止,新北市,69,細懸浮微粒,普通,1.9,0.34,36,36.0,21.0,17,11.0,13.0,1.7,1.9,37.0,2019-02-16 01:00,,0.4,23,38,2,121.6423,25.067131,
萬里,新北市,55,細懸浮微粒,普通,1.2,0.25,50,50.0,26.0,11,1.9,2.7,0.8,4.4,21.0,2019-02-16 01:00,,0.3,17,50,2,121.689881,25.179667000000002,
基隆,基隆市,57,細懸浮微粒,普通,0.6,0.3,44,44.0,31,15,4.9,6.5,1.6,0.7,94.0,2019-02-16 00:00,,0.3,18,40,1,121.760056,25.129167000000002,
土城,新北市,94,細懸浮微粒,普通,2.9,0.55,26,25.0,47,22,20.0,21.0,0.7,1.1,358.0,2019-02-16 00:00,,0.7,33,62,3,121.45186100000001,24.982528,
板橋,新北市,86,細懸浮微粒,普通,3.2,0.61,22,23.0,27,25,23.0,25.0,2.5,2.1,71.0,2019-02-16 00:00,,0.8,30,60,3,121.45866699999999,25.012972,
新莊,新北市,73,細懸浮微粒,普通,3.3,0.6,21,31.0,43,22,21.0,24.0,2.4,2.0,93.0,2019-02-16 00:00,,0.5,25,59,3,121.4325,25.037972,
汐止,新北市,75,細懸浮微粒,普通,1.7,0.34,36,36.0,29,17,11.0,13.0,1.3,1.4,29.0,2019-02-16 00:00,,0.4,25,43,2,121.6423,25.067131,
萬里,新北市,59,細懸浮微粒,普通,1.1,0.27,52,51.0,33,15,2.7,3.4,0.8,5.2,22.0,2019-02-16 00:00,,0.3,19,54,2,121.689881,25.179667000000002,
新店,新北市,88,細懸浮微粒,普通,2.8,0.39,28,24.0,21,21,15.0,16.0,1.4,1.5,25.0,2019-02-16 00:00,,0.6,31,43,2,121.537778,24.977222,
菜寮,新北市,71,細懸浮微粒,普通,1.3,0.56,23,31.0,29,19,20.0,20.0,0.7,2.2,110.0,2019-02-16 00:00,,0.6,24,45,2,121.48102800000001,25.06895,
林口,新北市,79,細懸浮微粒,普通,2.2,0.33,32,38.0,47,27,7.3,8.1,0.8,1.9,42.0,2019-02-16 00:00,,0.4,27,55,2,121.376869,25.077197,
淡水,新北市,60,細懸浮微粒,普通,0.7,0.33,42,40.0,21,14,4.6,6.5,1.9,,,2019-02-16 00:00,,0.4,19,33,1,121.44923899999999,25.1645,
士林,臺北市,63,細懸浮微粒,普通,1.4,0.49,22,33.0,32,19,19.0,20.0,1.0,1.6,128.0,2019-02-16 00:00,,0.4,21,43,2,121.51538899999998,25.105417000000003,
中山,臺北市,87,細懸浮微粒,普通,1.4,0.57,26,21.0,31,33,20.0,23.0,2.8,1.9,125.0,2019-02-16 00:00,,0.8,30,51,3,121.526528,25.062361,
萬華,臺北市,80,細懸浮微粒,普通,2.4,0.46,24,19.0,25,22,20.0,23.0,2.7,2.0,100.0,2019-02-16 00:00,,0.7,27,49,3,121.507972,25.046503,
古亭,臺北市,106,細懸浮微粒,對敏感族群不健康,3.1,0.4,35,25.0,26,25,13.0,15.0,1.7,2.5,57.0,2019-02-16 00:00,,0.6,38,52,3,121.529556,25.020608,
松山,臺北市,87,細懸浮微粒,普通,1.2,0.4,36,28.0,32,24,12.0,14.0,1.5,1.9,56.0,2019-02-16 00:00,,0.5,30,52,2,121.57861100000001,25.05,
大同,臺北市,68,細懸浮微粒,普通,2.1,1.05,-,,26,15,32.0,52.0,21.0,,,2019-02-16 00:00,,1.3,23,46,3,121.51331100000002,25.0632,
桃園,桃園市,89,細懸浮微粒,普通,4.3,0.6,11,22.0,70,31,23.0,26.0,3.1,0.8,20.0,2019-02-16 00:00,,0.7,31,70,5,121.304383,24.995368,
大園,桃園市,75,細懸浮微粒,普通,3.9,0.3,42,42.0,32,29,12.0,14.0,2.5,4.1,33.0,2019-02-16 00:00,,0.4,25,50,3,121.201811,25.060344,
觀音,桃園市,86,細懸浮微粒,普通,8.8,0.29,39,40.0,43,29,7.9,8.7,0.8,3.7,68.0,2019-02-16 00:00,,0.3,30,58,4,121.082761,25.035503,
平鎮,桃園市,92,細懸浮微粒,普通,1.4,0.42,25,32.0,59,42,20.0,21.0,1.5,2.3,25.0,2019-02-16 00:00,,0.6,32,70,2,121.20398600000001,24.952786,
龍潭,桃園市,98,細懸浮微粒,普通,4.0,0.72,11,33.0,99,45,31.0,32.0,1.7,1.6,13.0,2019-02-16 00:00,,0.6,35,88,3,121.21635,24.863869,
湖口,新竹縣,89,細懸浮微粒,普通,1.8,0.31,40,46.0,54,31,9.3,10.0,1.1,4.1,47.0,2019-02-16 00:00,,0.3,31,63,2,121.038653,24.900142000000002,
竹東,新竹縣,87,細懸浮微粒,普通,2.1,0.54,9.5,26.0,91,40,19.0,20.0,1.0,0.6,73.0,2019-02-16 00:00,,0.5,30,62,2,121.088903,24.740644,
新竹,新竹市,111,細懸浮微粒,對敏感族群不健康,4.7,0.46,21,33.0,78,47,22.0,23.0,0.6,2.2,67.0,2019-02-16 00:00,,0.5,40,72,3,120.972075,24.805619,
頭份,苗栗縣,78,細懸浮微粒,普通,4.2,0.55,12,35.0,88,39,28.0,29.0,1.2,2.0,85.0,2019-02-16 00:00,,0.4,27,61,1,120.898572,24.696969,
