SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,58.0,臭氧八小時,普通,1.0,0.37,55,57.0,19.0,10,5.5,6.1,0.6,0.7,262.0,2019-03-07 00:00,,0.4,10,22.0,2.0,121.760056,25.129167000000002,
土城,新北市,43.0,,良好,2.9,0.5,50,45.0,21.0,9,14.0,14.0,0.3,1.2,135.0,2019-03-07 00:00,,0.5,13,27.0,3.0,121.45186100000001,24.982528,
板橋,新北市,46.0,,良好,2.4,0.52,44,31.0,18.0,12,16.0,18.0,1.3,2.6,103.0,2019-03-07 00:00,,0.7,14,24.0,2.0,121.45866699999999,25.012972,
新莊,新北市,35.0,,良好,1.8,0.52,50,38.0,21.0,8,14.0,17.0,2.9,2.7,62.0,2019-03-07 00:00,,0.7,11,26.0,3.0,121.4325,25.037972,
菜寮,新北市,46.0,,良好,1.2,0.53,48,38.0,17.0,14,14.0,16.0,2.1,2.0,66.0,2019-03-07 00:00,,0.7,14,20.0,2.0,121.48102800000001,25.06895,
林口,新北市,45.0,,良好,1.2,0.45,53,49.0,16.0,8,12.0,13.0,0.9,2.0,51.0,2019-03-07 00:00,,0.5,10,20.0,2.0,121.376869,25.077197,
淡水,新北市,47.0,,良好,1.3,0.4,54,51.0,7.0,6,5.4,6.4,1.0,,,2019-03-07 00:00,,0.4,11,13.0,2.0,121.44923899999999,25.1645,
汐止,新北市,42.0,,良好,2.0,0.46,49,45.0,20.0,7,12.0,14.0,1.8,1.8,38.0,2019-03-07 00:00,,0.5,11,19.0,2.0,121.6423,25.067131,
萬里,新北市,84.0,臭氧八小時,普通,1.2,0.33,65,65.0,63.0,12,1.1,1.3,0.2,7.5,22.0,2019-03-07 00:00,,0.4,11,51.0,2.0,121.689881,25.179667000000002,
新店,新北市,41.0,,良好,0.9,0.43,46,44.0,15.0,8,13.0,14.0,1.2,0.9,88.0,2019-03-07 00:00,,0.5,11,17.0,2.0,121.537778,24.977222,
士林,臺北市,47.0,,良好,1.3,0.47,49,51.0,18.0,6,11.0,12.0,0.7,0.5,210.0,2019-03-07 00:00,,0.5,9,18.0,2.0,121.51538899999998,25.105417000000003,
汐止,新北市,43.0,,良好,1.1,0.36,53,46.0,13.0,8,6.2,7.9,1.7,1.1,35.0,2019-03-07 02:00,,0.5,9,18.0,2.0,121.6423,25.067131,
土城,新北市,44.0,,良好,0.5,0.37,53,48.0,15.0,14,7.2,7.5,0.3,0.9,188.0,2019-03-07 02:00,,0.5,12,22.0,3.0,121.45186100000001,24.982528,
板橋,新北市,42.0,,良好,1.1,0.45,45,36.0,20.0,11,9.9,11.0,1.2,1.1,133.0,2019-03-07 02:00,,0.6,13,22.0,2.0,121.45866699999999,25.012972,
新莊,新北市,38.0,,良好,1.6,0.46,46,41.0,23.0,6,,,,0.9,86.0,2019-03-07 02:00,,0.6,9,23.0,2.0,121.4325,25.037972,
菜寮,新北市,46.0,,良好,1.1,0.44,48,41.0,14.0,15,9.4,11.0,1.4,1.1,97.0,2019-03-07 02:00,,0.6,14,18.0,2.0,121.48102800000001,25.06895,
富貴角,新北市,74.0,臭氧八小時,普通,-0.1,0.29,62,62.0,32.0,11,2.1,2.0,-0.1,7.7,43.0,2019-03-07 00:00,,0.3,12,32.0,0.0,121.536763,25.298562,
臺南(玉井),臺南市,62.0,細懸浮微粒,普通,1.4,0.09,23,39.0,38.0,23,6.5,8.8,2.3,0.3,285.0,2019-03-07 00:00,,0.1,20,39.0,2.0,,,
彰化(大城),彰化縣,44.0,,良好,2.4,0.23,36,48.0,11.0,8,9.8,12.0,2.4,1.1,8.5,2019-03-07 00:00,,0.2,10,12.0,2.0,,,
屏東(琉球),屏東縣,81.0,細懸浮微粒,普通,1.0,0.39,32,48.0,49.0,34,8.7,9.3,0.6,0.7,44.0,2019-03-07 00:00,,0.4,28,46.0,2.0,,,
基隆,基隆市,61.0,臭氧八小時,普通,1.0,0.29,62,58.0,18.0,7,2.4,2.9,0.6,1.8,81.0,2019-03-07 02:00,,0.4,10,23.0,2.0,121.760056,25.129167000000002,
萬里,新北市,87.0,臭氧八小時,普通,1.6,0.28,67,66.0,60.0,10,1.5,2.9,1.5,5.8,24.0,2019-03-07 02:00,,0.3,11,55.0,2.0,121.689881,25.179667000000002,
新店,新北市,43.0,,良好,1.5,0.36,54,46.0,15.0,8,5.7,6.0,0.4,1.9,107.0,2019-03-07 02:00,,0.5,9,14.0,1.0,121.537778,24.977222,
林口,新北市,48.0,,良好,0.8,0.3,62,52.0,17.0,5,1.0,2.1,1.1,3.5,46.0,2019-03-07 02:00,,0.4,8,17.0,2.0,121.376869,25.077197,
淡水,新北市,49.0,,良好,2.7,0.31,65,53.0,18.0,11,0.3,1.6,1.3,,,2019-03-07 02:00,,0.4,10,14.0,2.0,121.44923899999999,25.1645,
士林,臺北市,46.0,,良好,1.8,0.39,51,50.0,17.0,7,6.9,12.0,5.0,0.8,289.0,2019-03-07 02:00,,0.5,9,18.0,2.0,121.51538899999998,25.105417000000003,
中山,臺北市,34.0,,良好,0.6,0.41,53,37.0,16.0,11,7.4,7.8,0.4,1.5,112.0,2019-03-07 02:00,,0.7,11,21.0,2.0,121.526528,25.062361,
萬華,臺北市,34.0,,良好,1.3,0.42,49,37.0,17.0,3,8.7,9.7,1.0,2.4,99.0,2019-03-07 02:00,,0.6,8,21.0,2.0,121.507972,25.046503,
宜蘭,宜蘭縣,47.0,,良好,1.3,0.42,49,51.0,17.0,8,3.9,4.1,0.2,0.8,344.0,2019-03-07 00:00,,0.5,11,21.0,1.0,121.746394,24.747917,
冬山,宜蘭縣,51.0,臭氧八小時,普通,1.1,0.38,50,55.0,16.0,5,4.5,5.0,0.5,0.9,333.0,2019-03-07 00:00,,0.4,6,28.0,2.0,121.792928,24.632203,
三重,新北市,34.0,,良好,3.7,0.78,-,,18.0,11,33.0,55.0,22.0,,,2019-03-07 00:00,,1.3,10,24.0,5.0,121.493806,25.072611,
基隆,基隆市,64.0,臭氧八小時,普通,1.0,0.27,63,59.0,23.0,9,2.0,2.7,0.7,1.4,84.0,2019-03-07 03:00,,0.4,10,23.0,2.0,121.760056,25.129167000000002,
汐止,新北市,44.0,,良好,1.2,0.34,56,48.0,17.0,8,7.0,8.6,1.6,1.4,40.0,2019-03-07 03:00,,0.5,9,19.0,2.0,121.6423,25.067131,
萬里,新北市,90.0,臭氧八小時,普通,1.7,0.27,68,67.0,59.0,11,1.6,3.0,1.5,7.5,23.0,2019-03-07 03:00,,0.3,11,57.0,2.0,121.689881,25.179667000000002,
新店,新北市,44.0,,良好,1.6,0.33,55,48.0,15.0,6,5.4,5.9,0.5,0.9,124.0,2019-03-07 03:00,,0.4,8,15.0,1.0,121.537778,24.977222,
土城,新北市,45.0,,良好,0.1,0.34,55,49.0,16.0,8,6.0,6.3,0.4,1.1,137.0,2019-03-07 03:00,,0.5,12,21.0,3.0,121.45186100000001,24.982528,
板橋,新北市,38.0,,良好,1.2,0.38,47,39.0,23.0,8,8.0,9.2,1.2,1.7,90.0,2019-03-07 03:00,,0.6,12,22.0,2.0,121.45866699999999,25.012972,
