SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,52.0,細懸浮微粒,普通,2.9,0.61,3.2,24.0,30.0,16,27.0,33.0,6.1,1.0,255.0,2018-05-23 00:00,,0.5,16,27.0,4,121.760056,25.129167000000002,
汐止,新北市,55.0,細懸浮微粒,普通,6.5,0.42,4.9,19.0,33.0,18,26.0,32.0,6.2,1.7,43.0,2018-05-23 00:00,,0.4,17,32.0,7,121.6423,25.067131,
萬里,新北市,54.0,細懸浮微粒,普通,1.0,0.24,17,28.0,27.0,19,6.9,7.7,0.7,2.7,180.0,2018-05-23 00:00,,0.2,17,32.0,1,121.689881,25.179667000000002,
新店,新北市,75.0,細懸浮微粒,普通,1.5,0.32,21,32.0,44.0,23,12.0,13.0,1.5,2.4,182.0,2018-05-23 00:00,,0.4,25,42.0,3,121.537778,24.977222,
土城,新北市,71.0,細懸浮微粒,普通,3.7,0.41,11,28.0,35.0,22,26.0,29.0,2.7,1.5,154.0,2018-05-23 00:00,,0.4,24,36.0,4,121.45186100000001,24.982528,
板橋,新北市,69.0,細懸浮微粒,普通,11.0,0.8,5.1,26.0,45.0,22,38.0,42.0,3.5,1.1,256.0,2018-05-23 00:00,,0.5,23,44.0,4,121.45866699999999,25.012972,
新莊,新北市,78.0,細懸浮微粒,普通,4.3,0.93,1.8,24.0,48.0,27,41.0,60.0,20.0,0.4,292.0,2018-05-23 00:00,,0.7,26,46.0,5,121.4325,25.037972,
菜寮,新北市,81.0,細懸浮微粒,普通,5.5,0.61,7.9,21.0,45.0,27,31.0,34.0,3.2,1.0,29.0,2018-05-23 00:00,,0.6,28,42.0,6,121.48102800000001,25.06895,
林口,新北市,67.0,細懸浮微粒,普通,4.9,0.33,17,34.0,41.0,19,24.0,26.0,1.9,0.6,13.0,2018-05-23 00:00,,0.3,22,39.0,5,121.376869,25.077197,
淡水,新北市,56.0,細懸浮微粒,普通,4.1,0.42,20,29.0,33.0,16,17.0,17.0,0.9,,,2018-05-23 00:00,,0.4,18,33.0,6,121.44923899999999,25.1645,
