SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,26,,良好,1.8,0.52,25,28.0,24,7,20.0,21.0,1.5,0.4,183.0,2019-09-22 00:00,,0.5,8,24,1,121.760056,25.129167000000002,1
汐止,新北市,58,細懸浮微粒,普通,1.9,0.84,4.9,22.0,26,21,40.0,44.0,3.9,1.0,232.0,2019-09-22 00:00,,0.6,19,21,1,121.6423,25.067131,2
萬里,新北市,49,,良好,2.8,0.23,48,53.0,16,11,3.9,4.5,0.5,4.2,244.0,2019-09-22 00:00,,0.2,8,12,3,121.689881,25.179667000000002,3
新店,新北市,41,,良好,1.9,0.46,24,37.0,16,13,19.0,21.0,1.8,1.4,140.0,2019-09-22 00:00,,0.4,13,14,2,121.537778,24.977222,4
土城,新北市,37,,良好,1.3,0.28,38,39.0,17,13,9.9,10.0,0.6,2.4,237.0,2019-09-22 00:00,,0.3,11,16,2,121.45186100000001,24.982528,5
板橋,新北市,42,,良好,6.0,0.32,36,37.0,19,11,13.0,14.0,1.1,2.3,246.0,2019-09-22 00:00,,0.4,13,19,4,121.45866699999999,25.012972,6
新莊,新北市,51,細懸浮微粒,普通,3.5,0.31,41,44.0,18,15,9.2,9.1,-0.1,2.1,243.0,2019-09-22 00:00,,0.3,16,16,2,121.4325,25.037972,7
菜寮,新北市,48,,良好,2.2,0.6,25,26.0,21,19,23.0,25.0,2.6,1.4,282.0,2019-09-22 00:00,,0.7,15,21,1,121.48102800000001,25.06895,8
林口,新北市,40,,良好,2.2,0.27,42,42.0,22,13,11.0,12.0,1.0,2.0,198.0,2019-09-22 00:00,,0.3,12,19,2,121.376869,25.077197,9
淡水,新北市,33,,良好,1.7,0.36,28,36.0,24,5,11.0,13.0,1.9,,,2019-09-22 00:00,,0.3,5,20,2,121.44923899999999,25.1645,10
士林,臺北市,47,,良好,2.8,0.71,12,31.0,23,12,31.0,34.0,2.9,1.4,32.0,2019-09-22 00:00,,0.5,15,19,3,121.51538899999998,25.105417000000003,11
中山,臺北市,42,,良好,3.9,1.24,5.4,17.0,26,12,44.0,63.0,18.0,0.8,6.9,2019-09-22 00:00,,0.9,13,23,2,121.526528,25.062361,12
萬里,新北市,45,,良好,1.9,0.2,46,49.0,17,12,3.9,4.2,0.3,3.5,224.0,2019-09-22 03:00,,0.2,11,16,3,121.689881,25.179667000000002,3
新店,新北市,42,,良好,1.3,0.39,14,28.0,26,16,12.0,13.0,0.9,0.7,157.0,2019-09-22 03:00,,0.4,13,19,2,121.537778,24.977222,4
土城,新北市,45,,良好,2.0,0.26,26,36.0,25,12,7.6,8.0,0.4,0.7,138.0,2019-09-22 03:00,,0.3,14,17,2,121.45186100000001,24.982528,5
板橋,新北市,35,,良好,3.3,0.5,19,32.0,21,11,18.0,19.0,1.3,1.0,240.0,2019-09-22 03:00,,0.4,11,18,4,121.45866699999999,25.012972,6
新莊,新北市,50,,良好,2.1,0.55,7.2,34.0,25,19,29.0,31.0,2.2,0.8,210.0,2019-09-22 03:00,,0.4,15,20,2,121.4325,25.037972,7
菜寮,新北市,50,,良好,2.4,0.87,4,17.0,25,15,35.0,42.0,6.8,0.6,324.0,2019-09-22 03:00,,0.8,15,23,2,121.48102800000001,25.06895,8
林口,新北市,44,,良好,3.3,0.23,38,40.0,20,14,15.0,17.0,1.5,1.5,229.0,2019-09-22 03:00,,0.3,13,18,2,121.376869,25.077197,9
淡水,新北市,25,,良好,1.1,0.33,19,27.0,22,7,7.6,7.8,0.2,,,2019-09-22 03:00,,0.4,6,22,2,121.44923899999999,25.1645,10
