SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,80,細懸浮微粒,普通,1.5,0.32,52,40.0,44,30.0,4.9,5.5,0.6,1.3,88.0,2019-03-11 03:00,,0.5,27,48,2.0,121.760056,25.129167000000002,
汐止,新北市,84,細懸浮微粒,普通,9.4,0.49,42,30.0,67,43.0,12.0,14.0,1.7,1.0,80.0,2019-03-11 03:00,,0.6,29,50,2.0,121.6423,25.067131,
萬里,新北市,76,細懸浮微粒,普通,1.4,0.3,63,54.0,79,26.0,2.7,2.7,-0.1,4.3,37.0,2019-03-11 03:00,,0.4,26,69,1.0,121.689881,25.179667000000002,
新店,新北市,76,細懸浮微粒,普通,1.4,0.4,53,43.0,55,38.0,6.2,7.0,0.8,1.2,187.0,2019-03-11 03:00,,0.4,26,36,1.0,121.537778,24.977222,
土城,新北市,74,細懸浮微粒,普通,2.4,0.36,65,50.0,64,34.0,5.1,5.3,0.2,0.8,208.0,2019-03-11 03:00,,0.4,25,43,2.0,121.45186100000001,24.982528,
板橋,新北市,68,細懸浮微粒,普通,1.6,0.41,49,35.0,58,33.0,8.2,9.1,0.9,1.5,119.0,2019-03-11 03:00,,0.6,22,43,2.0,121.45866699999999,25.012972,
基隆,基隆市,60,細懸浮微粒,普通,1.5,0.47,40,36.0,60,33,11.0,12.0,0.9,0.6,192.0,2019-03-11 00:00,,0.5,19,40,2,121.760056,25.129167000000002,
汐止,新北市,55,細懸浮微粒,普通,3.9,0.61,27,25.0,46,28,23.0,25.0,2.8,1.6,32.0,2019-03-11 00:00,,0.6,17,30,1,121.6423,25.067131,
萬里,新北市,62,細懸浮微粒,普通,0.4,0.36,45,47.0,47,28,4.5,4.9,0.4,2.0,231.0,2019-03-11 00:00,,0.4,20,53,1,121.689881,25.179667000000002,
新店,新北市,51,細懸浮微粒,普通,1.1,0.36,49,33.0,32,26,7.2,8.4,1.2,3.3,139.0,2019-03-11 00:00,,0.5,16,22,1,121.537778,24.977222,
土城,新北市,51,細懸浮微粒,普通,2.1,0.4,56,34.0,47,25,8.4,8.2,-0.1,1.1,338.0,2019-03-11 00:00,,0.5,16,31,2,121.45186100000001,24.982528,
板橋,新北市,54,細懸浮微粒,普通,1.8,0.5,39,25.0,39,22,18.0,19.0,1.3,1.2,64.0,2019-03-11 00:00,,0.6,17,30,2,121.45866699999999,25.012972,
新莊,新北市,49,,良好,2.0,0.55,46,31.0,42,23,17.0,19.0,1.5,2.2,80.0,2019-03-11 00:00,,0.6,15,28,2,121.4325,25.037972,
菜寮,新北市,62,細懸浮微粒,普通,3.2,0.58,49,27.0,60,33,20.0,21.0,0.6,2.3,95.0,2019-03-11 00:00,,0.7,20,36,3,121.48102800000001,25.06895,
林口,新北市,44,,良好,2.8,0.45,56,37.0,51,27,12.0,13.0,1.3,3.1,95.0,2019-03-11 00:00,,0.5,13,32,2,121.376869,25.077197,
淡水,新北市,43,,良好,1.3,0.59,28,30.0,23,17,14.0,16.0,2.2,,,2019-03-11 00:00,,0.5,13,15,1,121.44923899999999,25.1645,
士林,臺北市,42,,良好,1.3,0.41,65,35.0,56,32,8.3,9.5,1.1,2.3,105.0,2019-03-11 00:00,,0.5,13,34,1,121.51538899999998,25.105417000000003,
中山,臺北市,54,細懸浮微粒,普通,-0.2,0.63,47,26.0,64,36,23.0,24.0,1.9,1.5,112.0,2019-03-11 00:00,,0.7,17,38,0,121.526528,25.062361,
萬華,臺北市,38,,良好,1.1,0.53,43,22.0,52,21,18.0,20.0,1.9,1.1,105.0,2019-03-11 00:00,,0.6,12,36,1,121.507972,25.046503,
古亭,臺北市,72,細懸浮微粒,普通,0.9,0.5,47,33.0,50,38,13.0,14.0,1.1,3.2,104.0,2019-03-11 00:00,,0.6,24,34,1,121.529556,25.020608,
松山,臺北市,42,,良好,0.9,0.47,49,28.0,53,23,14.0,15.0,0.5,1.6,47.0,2019-03-11 00:00,,0.5,13,35,1,121.57861100000001,25.05,
宜蘭,宜蘭縣,48,,良好,0.6,0.33,50,41.0,35,16,4.4,4.7,0.4,2.2,290.0,2019-03-11 00:00,,0.4,15,26,1,121.746394,24.747917,
彰化(大城),彰化縣,28,,良好,3.2,0.57,18,30.0,16,9,16.0,16.0,-0.1,0.3,313.0,2019-03-11 00:00,,0.4,9,13,2,,,
屏東(琉球),屏東縣,43,,良好,1.6,0.21,37,39.0,15,10,4.9,5.3,0.4,0.4,269.0,2019-03-11 00:00,,0.4,13,17,3,,,
大同,臺北市,44,,良好,2.5,1.15,-,,64,26,42.0,62.0,20.0,,,2019-03-11 00:00,,1.5,13,42,3,121.51331100000002,25.0632,
桃園,桃園市,41,,良好,3.8,0.43,46,27.0,47,16,10.0,11.0,1.3,1.7,73.0,2019-03-11 00:00,,0.6,13,31,3,121.304383,24.995368,
大園,桃園市,49,,良好,2.3,0.53,48,32.0,49,33,18.0,18.0,0.5,3.2,58.0,2019-03-11 00:00,,0.4,15,29,2,121.201811,25.060344,
觀音,桃園市,67,細懸浮微粒,普通,3.8,0.53,42,36.0,55,35,12.0,14.0,1.6,3.4,84.0,2019-03-11 00:00,,0.5,22,31,3,121.082761,25.035503,
平鎮,桃園市,45,,良好,3.3,0.43,57,31.0,57,24,11.0,12.0,1.3,3.6,82.0,2019-03-11 00:00,,0.6,14,33,2,121.20398600000001,24.952786,
龍潭,桃園市,39,,良好,2.5,0.38,52,31.0,38,21,8.1,8.6,0.5,1.9,41.0,2019-03-11 00:00,,0.5,12,31,2,121.21635,24.863869,
湖口,新竹縣,52,細懸浮微粒,普通,2.3,0.41,53,34.0,41,21,7.9,8.7,0.8,3.2,61.0,2019-03-11 00:00,,0.5,16,29,1,121.038653,24.900142000000002,
竹東,新竹縣,38,,良好,0.3,0.39,22,20.0,18,12,3.9,5.8,2.0,0.9,128.0,2019-03-11 00:00,,0.5,12,22,1,121.088903,24.740644,
新竹,新竹市,55,細懸浮微粒,普通,1.4,0.37,40,24.0,24,17,7.9,8.2,0.3,2.3,52.0,2019-03-11 00:00,,0.5,17,28,2,120.972075,24.805619,
頭份,苗栗縣,42,,良好,0.0,0.43,24,22.0,14,14,11.0,11.0,0.8,1.6,60.0,2019-03-11 00:00,,0.5,13,19,1,120.898572,24.696969,
苗栗,苗栗縣,36,,良好,2.1,0.5,14,16.0,14,11,12.0,14.0,1.5,1.3,340.0,2019-03-11 00:00,,0.5,11,18,2,120.8202,24.565269,
三義,苗栗縣,34,,良好,2.2,0.33,26,22.0,12,7,4.2,4.6,0.4,1.9,340.0,2019-03-11 00:00,,0.4,11,14,2,120.75883300000001,24.382942,
豐原,臺中市,36,,良好,0.9,0.36,19,20.0,18,9,6.0,8.8,2.8,2.6,107.0,2019-03-11 00:00,,0.4,11,19,1,120.74171100000001,24.256586,
沙鹿,臺中市,35,,良好,1.1,0.48,14,20.0,9,12,16.0,18.0,1.9,1.2,290.0,2019-03-11 00:00,,0.4,11,11,1,120.568794,24.225628,
