SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,57,細懸浮微粒,普通,0.8,0.24,53,56.0,48,21,4.1,4.9,0.8,0.5,259.0,2020-03-15 00:00,,0.3,18,43,1,121.760056,25.129167000000002,1
汐止,新北市,52,細懸浮微粒,普通,1.3,0.48,23,39.0,38,21,22.0,24.0,2.0,1.1,31.0,2020-03-15 00:00,,0.4,16,38,1,121.6423,25.067131,2
萬里,新北市,75,懸浮微粒,普通,0.4,0.24,58,60.0,100,19,2.2,2.3,0.1,4.0,29.0,2020-03-15 00:00,,0.3,20,89,1,121.689881,25.179667000000002,3
彰化(大城),彰化縣,90,臭氧八小時,普通,0.9,0.33,62,67.0,41,14,4.8,5.8,1.0,4.8,43.0,2020-03-15 00:00,,0.3,15,44,2,,,202
新北(樹林),新北市,56,細懸浮微粒,普通,0.2,0.39,36,42.0,35,16,12.0,14.0,1.8,0.7,148.0,2020-03-15 00:00,,0.4,18,38,1,120.34874199999999,23.757547,203
屏東(琉球),屏東縣,72,細懸浮微粒,普通,2.8,,22,31.0,53,36,19.0,20.0,1.3,1.3,325.0,2020-03-15 00:00,,,24,33,2,,,204
高雄(楠梓),高雄市,81,細懸浮微粒,普通,0.9,0.46,24,25.0,51,28,14.0,15.0,0.7,0.6,298.0,2020-03-15 00:00,,0.5,28,44,1,,,310
桃園(觀音工業區),桃園市,80,細懸浮微粒,普通,4.3,,21,26.0,58,33,23.0,24.0,1.5,1.1,72.0,2020-03-15 00:00,,,27,60,1,,,312
復興,高雄市,75,細懸浮微粒,普通,1.9,0.54,26,23.0,41,22,17.0,19.0,1.8,1.3,268.0,2020-03-15 00:00,,0.7,25,44,2,120.312017,22.608711,71
埔里,南投縣,33,,良好,2.0,0.35,23,27.0,20,11,8.8,9.4,0.6,1.0,288.0,2020-03-15 00:00,,0.4,10,14,2,120.967903,23.968842000000002,72
馬祖,連江縣,61,臭氧八小時,普通,1.1,0.21,54,58.0,32,16,3.2,4.0,0.8,0.6,19.0,2020-03-15 00:00,,0.3,18,34,1,119.949875,26.160469,75
金門,金門縣,75,細懸浮微粒,普通,2.6,0.36,54,57.0,46,21,5.4,5.6,0.2,2.4,59.0,2020-03-15 00:00,,0.4,25,48,2,118.312256,24.432133,77
馬公,澎湖縣,71,臭氧八小時,普通,1.3,0.36,57,61.0,43,20,2.3,2.9,0.6,4.7,12.0,2020-03-15 00:00,,0.4,18,40,2,119.566158,23.569031,78
關山,臺東縣,37,,良好,0.6,-,41,40.0,20,13,2.1,3.5,1.4,1.9,70.0,2020-03-15 00:00,,,10,14,1,121.161933,23.045082999999998,80
新店,新北市,50,,良好,1.5,0.32,51,51.0,36,14,5.8,6.1,0.4,2.2,161.0,2020-03-15 00:00,,0.4,15,31,2,121.537778,24.977222,4
土城,新北市,48,,良好,1.4,0.36,45,47.0,35,14,7.5,7.9,0.4,1.1,110.0,2020-03-15 00:00,,0.4,15,34,2,121.45186100000001,24.982528,5
板橋,新北市,53,細懸浮微粒,普通,2.0,0.39,40,38.0,39,16,14.0,15.0,0.9,1.0,86.0,2020-03-15 00:00,,0.5,17,34,2,121.45866699999999,25.012972,6
新莊,新北市,55,細懸浮微粒,普通,2.0,0.39,46,47.0,38,18,9.8,12.0,2.3,2.2,78.0,2020-03-15 00:00,,0.5,17,39,2,121.4325,25.037972,7
